song,artist,genre
Carry On,XXXTENTACION,Rap/Hip Hop
Down,Fifth Harmony,
Now Or Never,Halsey,Alternative
Everyday We Lit,YFN Lucci,Rap/Hip Hop
Drowning,A Boogie Wit da Hoodie,Rap/Hip Hop
Castle On The Hill,Ed Sheeran,Pop
You Look Good,Lady Antebellum,
2U,David Guetta,Dance
Younger Now,Miley Cyrus,Pop
Its Every Night Sis,RiceGum,Rap/Hip Hop
Honest,The Chainsmokers,Dance
Flatliner,Cole Swindell,Country
Perplexing Pegasus,Rae Sremmurd,Rap/Hip Hop
For Her,Chris Lane,Country
Patty Cake,Kodak Black,Rap/Hip Hop
4:00 AM,2 Chainz,
Untouchable,YoungBoy Never Broke Again,Rap/Hip Hop
Privacy,Chris Brown,R&B
Know No Better,Major Lazer,Electro
In Case You Didn't Know,Brett Young,Country
Slippery,Migos,Rap/Hip Hop
Craving You,Thomas Rhett,Country
Malibu,Miley Cyrus,Pop
Bad Liar,Selena Gomez,Pop
First Day Out,Tee Grizzley,Rap/Hip Hop
Something New,Wiz Khalifa,Rap/Hip Hop
It's Goin' Down,Descendants 2 Cast,
El Amante,Nicky Jam,Rap/Hip Hop
Wokeuplikethis*,Playboi Carti,Rap/Hip Hop
Issues,Julia Michaels,Pop
OMG,Camila Cabello,Dance
What's My Name,China Anne McClain,Films/Games
You Da Baddest,Future,Rap/Hip Hop
Chillin' Like A Villain,Sofia Carson,Films/Games
Rolex,Ayo,Rap/Hip Hop
Passionfruit,Drake,Rap/Hip Hop
Swalla,Jason Derulo,Pop
Subeme La Radio,Enrique Iglesias,Electro
"God, Your Mama, And Me",Florida Georgia Line,Country
Heavy,Linkin Park,Alternative
Learn To Let Go,Kesha,Pop
Signs,Drake,Rap/Hip Hop
Numb,Linkin Park,Alternative
In The End,Linkin Park,Alternative
Closer,The Chainsmokers,Alternative
The Fighter,Keith Urban,Country
Issues,Meek Mill,Rap/Hip Hop
Wins & Losses,Meek Mill,Rap/Hip Hop
1942 Flows,Meek Mill,Rap/Hip Hop
Yours If You Want It,Rascal Flatts,Country
Imitadora,Romeo Santos,Latin Music
The Story Of O.J.,JAY-Z,Rap/Hip Hop
We Ball,Meek Mill,Rap/Hip Hop
F**k That Check Up,Meek Mill,
Heavy Heart,Meek Mill,Rap/Hip Hop
Bad And Boujee,Migos,Rap/Hip Hop
iSpy,KYLE,Rap/Hip Hop
24K Magic,Bruno Mars,Pop
4:44,JAY-Z,Rap/Hip Hop
Crying In The Club,Camila Cabello,Dance
A Lie,French Montana,Rap/Hip Hop
Every Time I Hear That Song,Blake Shelton,Country
Jerika,Jake Paul,Pop
The Cure,Lady Gaga,Pop
Weak,AJR,Alternative
Woman,Kesha,Pop
Rollin,Calvin Harris,Alternative
Element.,Kendrick Lamar,Rap/Hip Hop
Slide,Calvin Harris,Electro
Bam,JAY-Z,Rap/Hip Hop
Hurricane,Luke Combs,Country
Family Feud,JAY-Z,Rap/Hip Hop
Kill Jay Z,JAY-Z,Rap/Hip Hop
Smile,JAY-Z,Rap/Hip Hop
Caught Their Eyes,JAY-Z,Rap/Hip Hop
Moonlight,JAY-Z,Rap/Hip Hop
Marcy Me,JAY-Z,Rap/Hip Hop
Get Low,Zedd,Dance
Famous,21 Savage,Rap/Hip Hop
T-Shirt,Migos,Rap/Hip Hop
Tunnel Vision,Kodak Black,Rap/Hip Hop
Sign Of The Times,Harry Styles,Pop
Who Dat Boy,Tyler,Rap/Hip Hop
Portland,Drake,Rap/Hip Hop
Losin Control,Russ,Rap/Hip Hop
Extra Luv,Future,Rap/Hip Hop
How Not To,Dan + Shay,Country
Don't Quit,DJ Khaled,Rap/Hip Hop
To The Max,DJ Khaled,Rap/Hip Hop
If I Told You,Darius Rucker,Country
On Everything,DJ Khaled,Rap/Hip Hop
Cold,Maroon 5,Pop
Good Drank,2 Chainz,Rap/Hip Hop
Shining,DJ Khaled,Rap/Hip Hop
Scars To Your Beautiful,Alessia Cara,Pop
Look At Me!,XXXTENTACION,Rap/Hip Hop
First Day Out,Kodak Black,Rap/Hip Hop
My Old Man,Zac Brown Band,Country
Nobody Else But You,Trey Songz,R&B
Real Hitta,Plies,Rap/Hip Hop
Swang,Rae Sremmurd,Rap/Hip Hop
Bon Appetit,Katy Perry,Pop
Black,Dierks Bentley,Country
Hometown Girl,Josh Turner,Country
Gyalchester,Drake,Rap/Hip Hop
Rockabye,Clean Bandit,Electro
Peek A Boo,Lil Yachty,Rap/Hip Hop
Met Gala,Gucci Mane,Rap/Hip Hop
Scared To Be Lonely,Martin Garrix,Electro
Human,Rag'n'Bone Man,Alternative
Paris,The Chainsmokers,Electro
Somethin Tells Me,Bryson Tiller,R&B
Me Enamore,Shakira,Pop
Self-Made,Bryson Tiller,R&B
Don't Get Too High,Bryson Tiller,R&B
Run Me Dry,Bryson Tiller,R&B
There For You,Martin Garrix,Electro
No Longer Friends,Bryson Tiller,R&B
Strangers,Halsey,Alternative
Deja Vu,Lauren Duski,Country
Money On You,Chris Blue,R&B
Chained To The Rhythm,Katy Perry,Pop
At My Best,Machine Gun Kelly,
The Dance,Lauren Duski,Country
Boy,Lee Brice,Country
Either Way,Chris Stapleton,Country
Any Ol' Barstool,Jason Aldean,Country
Love On The Brain,Rihanna,Pop
Both,Gucci Mane,Rap/Hip Hop
I Feel It Coming,The Weeknd,R&B
I Don't Wanna Live Forever,Zayn / Taylor Swift,
Bounce Back,Big Sean,Rap/Hip Hop
The Weekend,Brantley Gilbert,Country
Prblms,6LACK,R&B
Yeah Boy,Kelsea Ballerini,Country
Good Life,G-Eazy,Rap/Hip Hop
Cake,Flo Rida,Rap/Hip Hop
Ghost In This House,Lauren Duski,Country
Everybody,Logic,Rap/Hip Hop
The Night We Met,Lord Huron,Films/Games
Galway Girl,Ed Sheeran,Pop
Moves,Big Sean,Rap/Hip Hop
Down,Marian Hill,Electro
Can't Stop The Feeling!,Justin Timberlake,Kids
First Time,Kygo,Electro
XXX.,Kendrick Lamar,Rap/Hip Hop
Party,Chris Brown,R&B
Yah.,Kendrick Lamar,Rap/Hip Hop
Sweet Creature,Harry Styles,Pop
Selfish,Future,Rap/Hip Hop
Call On Me,Starley,Pop
You're Welcome,Dwayne Johnson,Films/Games
Mercy,Shawn Mendes,Pop
Lust For Life,Lana Del Rey,Alternative
Feel.,Kendrick Lamar,Rap/Hip Hop
Pride.,Kendrick Lamar,Rap/Hip Hop
Lust.,Kendrick Lamar,Rap/Hip Hop
Still Got Time,Zayn,Dance
Green Light,Lorde,Alternative
How Far I'll Go,Auli'i Cravalho,Films/Games
Hard Times,Paramore,Alternative
Fear.,Kendrick Lamar,Rap/Hip Hop
No Frauds,Nicki Minaj,Rap/Hip Hop
God.,Kendrick Lamar,Rap/Hip Hop
Deja Vu,J. Cole,Rap/Hip Hop
Blood.,Kendrick Lamar,Pop
Dirt On My Boots,Jon Pardi,Country
Duckworth.,Kendrick Lamar,Rap/Hip Hop
Fast,Luke Bryan,Country
Black SpiderMan,Logic,Rap/Hip Hop
Fake Love,Drake,Rap/Hip Hop
Starboy,The Weeknd,R&B
Don't Wanna Know,Maroon 5,Pop
Play That Song,Train,Alternative
Free Smoke,Drake,Rap/Hip Hop
Road Less Traveled,Lauren Alaina,Country
The One,The Chainsmokers,Dance
Draco,Future,Rap/Hip Hop
Blem,Drake,Rap/Hip Hop
Think A Little Less,Michael Ray,Country
Teenage Fever,Drake,Rap/Hip Hop
Bar At The End Of The World,Kenny Chesney,Country
How Far I'll Go,Alessia Cara,Films/Games
Million Reasons,Lady Gaga,Pop
Water Under The Bridge,Adele,Pop
Bad Things,Machine Gun Kelly,
Speak To A Girl,Tim McGraw,Country
Tin Man,Miranda Lambert,Country
The Heart Part 4,Kendrick Lamar,
Sacrifices,Drake,Rap/Hip Hop
Conscience,Kodak Black,Rap/Hip Hop
Heatstroke,Calvin Harris,Dance
Get It Together,Drake,Rap/Hip Hop
No Long Talk,Drake,Rap/Hip Hop
KMT,Drake,Rap/Hip Hop
4422,Drake,Rap/Hip Hop
Jorja Interlude,Drake,Rap/Hip Hop
Madiba Riddim,Drake,Rap/Hip Hop
Ice Melts,Drake,Rap/Hip Hop
Do Not Disturb,Drake,Rap/Hip Hop
Glow,Drake,Rap/Hip Hop
Everyday,Ariana Grande,Pop
Can't Have Everything,Drake,Rap/Hip Hop
Party Monster,The Weeknd,R&B
Nothings Into Somethings,Drake,Rap/Hip Hop
Let Me Love You,DJ Snake,Dance
Lose You,Drake,Rap/Hip Hop
Since Way Back,Drake,Rap/Hip Hop
Make Me,Noah Cyrus,Alternative
Skepta Interlude,Drake,Rap/Hip Hop
Kill A Word,Eric Church,Country
Trap Trap Trap,Rick Ross,Rap/Hip Hop
Black Beatles,Rae Sremmurd,Rap/Hip Hop
Heathens,twenty one pilots,Alternative
Caroline,Amine,Rap/Hip Hop
Regret In Your Tears,Nicki Minaj,Rap/Hip Hop
Better Man,Little Big Town,Country
Changed It,Nicki Minaj,Rap/Hip Hop
Chanel,Frank Ocean,Pop
Liability,Lorde,Alternative
I Got You,Bebe Rexha,Pop
Dive,Ed Sheeran,Pop
Sober Saturday Night,Chris Young,Country
Today,Brad Paisley,Country
Selfish,PnB Rock,Rap/Hip Hop
Happier,Ed Sheeran,Pop
Comin Out Strong,Future,Rap/Hip Hop
Chantaje,Shakira,Pop
All Time Low,Jon Bellion,Pop
Side To Side,Ariana Grande,Pop
New Man,Ed Sheeran,Pop
Supermarket Flowers,Ed Sheeran,Pop
What Do I Know?,Ed Sheeran,Pop
How Would You Feel,Ed Sheeran,Pop
Eraser,Ed Sheeran,Pop
Used To This,Future,Alternative
Hearts Don't Break Around Here,Ed Sheeran,Pop
Barcelona,Ed Sheeran,Pop
Star Of The Show,Thomas Rhett,Country
A Guy With A Girl,Blake Shelton,Country
Treat You Better,Shawn Mendes,Pop
Cash Me Outside,DJ Suede The Remix God,Rap/Hip Hop
Love,Lana Del Rey,Alternative
No Heart,21 Savage,Rap/Hip Hop
Make Love,Gucci Mane,Rap/Hip Hop
Love Me Now,John Legend,Pop
Not Nice,PARTYNEXTDOOR,R&B
Broccoli,D.R.A.M.,Rap/Hip Hop
This Town,Niall Horan,Pop
Rent Money,Future,Rap/Hip Hop
Guys My Age,Hey Violet,Pop
Seein' Red,Dustin Lynch,Country
Super Trapper,Future,Rap/Hip Hop
Dancing On My Own,Calum Scott,Pop
No Favors,Big Sean,Rap/Hip Hop
Zoom,Future,Rap/Hip Hop
Starving,Hailee Steinfeld,Pop
Juju On That Beat,Zay Hilfigerrr,Rap/Hip Hop
Bom Bidi Bom,Nick Jonas,Films/Games
Helium,Sia,Films/Games
Heroe Favorito,Romeo Santos,Latin Music
Way Down We Go,KALEO,Alternative
Everything 1K,Kodak Black,Rap/Hip Hop
Wanna Be That Song,Brett Eldredge,Country
Sex With Me,Rihanna,Pop
Some Kind Of Drug,G-Eazy,Rap/Hip Hop
Cheap Thrills,Sia,Electro
Don't Let Me Down,The Chainsmokers,Electro
The Greatest,Sia,Pop
Bad Romance,Lady Gaga,Pop
HandClap,Fitz,Alternative
Sacrifices,Big Sean,Rap/Hip Hop
Halfway Off The Balcony,Big Sean,Rap/Hip Hop
Jump Out The Window,Big Sean,Rap/Hip Hop
Owe Me,Big Sean,Rap/Hip Hop
Beauty And The Beast,Ariana Grande,Films/Games
I Don't,Mariah Carey,Rock
80s Mercedes,Maren Morris,Country
Now & Later,Sage The Gemini,Rap/Hip Hop
OTW,DJ Luke Nasty,Rap/Hip Hop
Light,Big Sean,Rap/Hip Hop
Kelly Price,Migos,Rap/Hip Hop
Blue Ain't Your Color,Keith Urban,Country
X,21 Savage,Rap/Hip Hop
Call Casting,Migos,Rap/Hip Hop
Run Up,Major Lazer,Electro
I'm Better,Missy Elliott,Rap/Hip Hop
Get Right Witcha,Migos,Rap/Hip Hop
If The Boot Fits,Granger Smith,Country
Dirty Laundry,Carrie Underwood,Country
Fresh Eyes,Andy Grammer,Pop
Culture,Migos,Rap/Hip Hop
Chill Bill,Rob $tone,Rap/Hip Hop
Cold Water,Major Lazer,Pop
Love On The Weekend,John Mayer,Rock
Sneakin',Drake,Rap/Hip Hop
Song For Another Time,Old Dominion,Country
Say It,Flume,Electro
Water,Ugly God,Rap/Hip Hop
Running Back,Wale,Rap/Hip Hop
You Was Right,Lil Uzi Vert,Rap/Hip Hop
In The Name Of Love,Martin Garrix,Electro
Not Afraid Anymore,Halsey,Films/Games
Red Opps,21 Savage,Rap/Hip Hop
Neighbors,J. Cole,Rap/Hip Hop
Timeless,A Boogie Wit da Hoodie,Rap/Hip Hop
Parachute,Chris Stapleton,Country
All We Know,The Chainsmokers,Electro
Just Hold On,Steve Aoki,Electro
Beibs In The Trap,Travis Scott,Rap/Hip Hop
My Sh*t,A Boogie Wit da Hoodie,
OOOUUU,Young M.A,Rap/Hip Hop
I Hate U I Love U,gnash,Alternative
May We All,Florida Georgia Line,Country
Sleep Without You,Brett Young,Country
Drinkin' Too Much,Sam Hunt,Country
Immortal,J. Cole,Rap/Hip Hop
What They Want,Russ,Rap/Hip Hop
Unsteady,X Ambassadors,Alternative
Too Much Sauce,DJ ESCO,Alternative
How I'll Always Be,Tim McGraw,Country
Hallelujah,Pentatonix,Pop
Shaky Shaky,Daddy Yankee,Rap/Hip Hop
Key To The Streets,YFN Lucci,Rap/Hip Hop
We Know The Way,Opetaia Foa'i,Films/Games
Careless Whisper,Wham!,Pop
Faith,George Michael,Pop
Pick Up The Phone,Young Thug,Rap/Hip Hop
No Flockin,Kodak Black,Rap/Hip Hop
Black Barbies,Nicki Minaj,Pop
Hate U Love U,Olivia O'Brien,Alternative
"Mary, Did You Know?",Pentatonix,Pop
Do You Mind,DJ Khaled,Rap/Hip Hop
1 Night,Lil Yachty,
Change,J. Cole,Rap/Hip Hop
She's Mine Pt. 1,J. Cole,Rap/Hip Hop
Ville Mentality,J. Cole,Rap/Hip Hop
For Whom The Bell Tolls,J. Cole,Rap/Hip Hop
Six Feet Under,The Weeknd,R&B
Sidewalks,The Weeknd,R&B
Foldin Clothes,J. Cole,Rap/Hip Hop
4 Your Eyez Only,J. Cole,Rap/Hip Hop
She's Mine Pt. 2,J. Cole,Rap/Hip Hop
False Prophets,J. Cole,Rap/Hip Hop
Everybody Dies,J. Cole,Rap/Hip Hop
Come And See Me,PARTYNEXTDOOR,R&B
Darlin' Don't Go,Sundance Head,Country
Deja Vu,Post Malone,Rap/Hip Hop
At Last,Sundance Head,Country
Setting The World On Fire,Kenny Chesney,Country
Die For You,The Weeknd,R&B
This Is What You Came For,Calvin Harris,Electro
Ride,twenty one pilots,Alternative
Needed Me,Rihanna,Pop
One Dance,Drake,Rap/Hip Hop
Tiimmy Turner,Desiigner,Rap/Hip Hop
Secrets,The Weeknd,R&B
Me And Your Mama,Childish Gambino,Rap/Hip Hop
Home,gnash,Alternative
True Colors,The Weeknd,R&B
Middle Of A Memory,Cole Swindell,Country
Rockin',The Weeknd,R&B
All I Know,The Weeknd,R&B
That's My Girl,Fifth Harmony,
False Alarm,The Weeknd,R&B
Attention,The Weeknd,R&B
Ordinary Life,The Weeknd,R&B
Stargirl Interlude,The Weeknd,R&B
Nothing Without You,The Weeknd,R&B
A Lonely Night,The Weeknd,R&B
Love To Lay,The Weeknd,R&B
Distraction,Kehlani,Pop
A Little More Summertime,Jason Aldean,Country
Look Alive,Rae Sremmurd,Rap/Hip Hop
Fade,Kanye West,Rap/Hip Hop
Capsize,Frenship,Pop
Gold,Kiiara,Pop
Sucker For Pain,Lil Wayne,Rap/Hip Hop
Panda,Desiigner,Rap/Hip Hop
Luv,Tory Lanez,Rap/Hip Hop
My Way,Calvin Harris,Dance
Ain't My Fault,Zara Larsson,Pop
Move,Luke Bryan,Country
Slumber Party,Britney Spears,Pop
Vice,Miranda Lambert,Country
Litty,Meek Mill,Rap/Hip Hop
PPAP,PIKOTARO,Dance
Greenlight,Pitbull,Classical
Infinite,Eminem,Rap/Hip Hop
Send My Love,Adele,Pop
No Problem,Chance The Rapper,Rap/Hip Hop
Too Good,Drake,Rap/Hip Hop
We Don't Talk Anymore,Charlie Puth,Pop
Hallelujah,Leonard Cohen,Pop
We The People....,A Tribe Called Quest,Rap/Hip Hop
Setting Fires,The Chainsmokers,Dance
It Don't Hurt Like It Used To,Billy Currington,Country
Shout Out To My Ex,Little Mix,Pop
Wishing,DJ Drama,Rap/Hip Hop
"Sit Still, Look Pretty",Daya,Pop
Money Longer,Lil Uzi Vert,Rap/Hip Hop
No Limit,Usher,R&B
I Know Somebody,LOCASH,Country
All Eyez,The Game,Rap/Hip Hop
Wat U Mean,Dae Dae,Rap/Hip Hop
Hold Up,Beyonce,Pop
Gangsta,Kehlani,Films/Games
Hymn For The Weekend,Coldplay,Alternative
Froze,Meek Mill,Rap/Hip Hop
Offended,Meek Mill,Rap/Hip Hop
"Two Birds, One Stone",Drake,Rap/Hip Hop
On The Regular,Meek Mill,Rap/Hip Hop
The Difference,Meek Mill,Rap/Hip Hop
Blue Notes,Meek Mill,Rap/Hip Hop
Blessed Up,Meek Mill,Rap/Hip Hop
Cool Girl,Tove Lo,Alternative
Into You,Ariana Grande,Pop
Controlla,Drake,Rap/Hip Hop
A-YO,Lady Gaga,Pop
Perfect Illusion,Lady Gaga,Pop
This Girl,Kungs,Dance
Why You Always Hatin?,YG,Rap/Hip Hop
CRZY,Kehlani,Pop
Lockjaw,French Montana,Rap/Hip Hop
You & Me,Marc E. Bassy,Rap/Hip Hop
For Free,DJ Khaled,Rap/Hip Hop
Work From Home,Fifth Harmony,
Blow Your Mind,Dua Lipa,Pop
Different For Girls,Dierks Bentley,Country
THat Part,ScHoolboy Q,Rap/Hip Hop
All In My Head,Fifth Harmony,
Rock On,Tucker Beathard,
I Met A Girl,William Michael Morgan,Country
I Got The Keys,DJ Khaled,Rap/Hip Hop
Just Like Fire,P!nk,Kids
Father Stretch My Hands Pt. 1,Kanye West,Rap/Hip Hop
You Don't Own Me,Grace,Pop
Peter Pan,Kelsea Ballerini,Country
Kids,OneRepublic,Pop
Forever Country,Artists Of Then,Country
Cranes In The Sky,Solange,
Low Life,Future,Rap/Hip Hop
Make You Miss Me,Sam Hunt,Country
Don't Touch My Hair,Solange,
LIFTED,CL,
Work,Rihanna,Pop
I Took A Pill In Ibiza,Mike Posner,Singer & Songwriter
Never Be Like You,Flume,Electro
H.O.L.Y.,Florida Georgia Line,Country
Mama Said,Lukas Graham,Pop
Me Too,Meghan Trainor,Pop
Purple Lamborghini,Skrillex,Dance
With You Tonight / Hasta El Amanecer,Nicky Jam,Rap/Hip Hop
You Look Like I Need A Drink,Justin Moore,Country
No Shopping,French Montana,Rap/Hip Hop
7 Years,Lukas Graham,Pop
Cancer,twenty one pilots,Alternative
My PYT,Wale,Rap/Hip Hop
Grass Ain't Greener,Chris Brown,R&B
Stressed Out,twenty one pilots,Alternative
Don't Mind,Kent Jones,Rap/Hip Hop
Rise,Katy Perry,Pop
Make Me...,Britney Spears,Pop
She's Got A Way With Words,Blake Shelton,Country
Childs Play,Drake,Rap/Hip Hop
American Country Love Song,Jake Owen,Country
Sorry,Beyonce,Pop
From The Ground Up,Dan + Shay,Country
Kill Em With Kindness,Selena Gomez,Pop
Famous,Kanye West,Rap/Hip Hop
Cake By The Ocean,DNCE,Pop
Wicked,Future,Rap/Hip Hop
Wyclef Jean,Young Thug,Rap/Hip Hop
Record Year,Eric Church,Country
Duele El Corazon,Enrique Iglesias,Pop
Church Bells,Carrie Underwood,Country
Love Yourself,Justin Bieber,Pop
Nikes,Frank Ocean,Pop
Ivy,Frank Ocean,Pop
Pink + White,Frank Ocean,Pop
Solo,Frank Ocean,Pop
Nights,Frank Ocean,Pop
Uber Everywhere,MadeinTYO,Rap/Hip Hop
Hit Or Miss,Jacob Sartorius,Pop
Fix,Chris Lane,Country
Toothbrush,DNCE,Pop
Pop Style,Drake,Rap/Hip Hop
Lights Come On,Jason Aldean,Country
Castaway,Zac Brown Band,Country
No Money,Galantis,Dance
Wasted Time,Keith Urban,Country
Let It Go,James Bay,Singer & Songwriter
Sorry,Justin Bieber,Pop
Head Over Boots,Jon Pardi,Country
Bohemian Rhapsody,Panic! At The Disco,Films/Games
All The Way Up,Fat Joe,Rap/Hip Hop
Close,Nick Jonas,Pop
Wake Up,Fetty Wap,Rap/Hip Hop
"Huntin', Fishin' & Lovin' Every Day",Luke Bryan,Country
My House,Flo Rida,Rap/Hip Hop
Dangerous Woman,Ariana Grande,Pop
Lush Life,Zara Larsson,Pop
Holy Key,DJ Khaled,Rap/Hip Hop
Brand New,Ben Rector,Singer & Songwriter
Wherever I Go,OneRepublic,Pop
Back On Road,Gucci Mane,Rap/Hip Hop
P**** Print,Gucci Mane,
Light It Up,Major Lazer,Dance
Lost Boy,Ruth B,Alternative
Never Forget You,Zara Larsson,Pop
Girls Talk Boys,5 Seconds Of Summer,Films/Games
Body Say,Demi Lovato,Pop
No,Meghan Trainor,Pop
M.I.L.F. $,Fergie,Pop
Night's On Fire,David Nail,Country
Ophelia,The Lumineers,Alternative
Body,Dreezy,Rap/Hip Hop
Pillowtalk,Zayn,Dance
"Me, Myself & I",G-Eazy,Rap/Hip Hop
T-Shirt,Thomas Rhett,Country
Love Make The World Go Round,Jennifer Lopez,
Noise,Kenny Chesney,Country
Came Here To Forget,Blake Shelton,Country
Bored To Death,Blink-182,Rock
La Bicicleta,Carlos Vives,Latin Music
Cut It,O.T. Genasis,Rap/Hip Hop
Oui,Jeremih,R&B
Wild Things,Alessia Cara,Pop
The Sound Of Silence,Disturbed,Rock
Messin' Around,Pitbull,Dance
Still Here,Drake,Rap/Hip Hop
Hype,Drake,Rap/Hip Hop
Flexicution,Logic,Rap/Hip Hop
Really Really,Kevin Gates,Rap/Hip Hop
Think Of You,Chris Young Duet,
Grammys,Drake,Rap/Hip Hop
Try Everything,Shakira,Films/Games
Champions,Kanye West,Rap/Hip Hop
Dark Necessities,Red Hot Chili Peppers,Alternative
2 Phones,Kevin Gates,Rap/Hip Hop
Humble And Kind,Tim McGraw,Country
What The World Needs Now Is Love,Broadway For Orlando,Pop
Ain't No Stopping Us Now,Kane Brown,Country
Kiss It Better,Rihanna,Pop
Exchange,Bryson Tiller,R&B
Somewhere On A Beach,Dierks Bentley,Country
Sweatshirt,Jacob Sartorius,Pop
With You,Drake,Rap/Hip Hop
Might Not,Belly,Rap/Hip Hop
Faded,Alan Walker,Electro
Middle,DJ Snake,Dance
My Church,Maren Morris,Country
Snapback,Old Dominion,Country
Nothing Is Promised,Mike WiLL Made-It,Rap/Hip Hop
Mind Reader,Dustin Lynch,Country
Formation,Beyonce,Pop
Feel No Ways,Drake,Rap/Hip Hop
Law,Yo Gotti,Rap/Hip Hop
Piece By Piece,Kelly Clarkson,Pop
Moolah,Young Greatness,Rap/Hip Hop
Youth,Troye Sivan,Pop
My Boo,Ghost Town DJ's,
If It Ain't Love,Jason Derulo,Pop
9,Drake,Rap/Hip Hop
One Call Away,Charlie Puth,Pop
Lonesome Broken And Blue,Adam Wakefield,Country
U With Me?,Drake,Rap/Hip Hop
Fire & Desire,Drake,R&B
Every Breath You Take,Hannah Huston,Pop
Redemption,Drake,Rap/Hip Hop
Down That Road,Alisan Porter,Pop
Stitches,Shawn Mendes,Pop
Roses,The Chainsmokers,Electro
Don't,Bryson Tiller,R&B
Weston Road Flows,Drake,Rap/Hip Hop
Keep The Family Close,Drake,Rap/Hip Hop
Faithful,Drake,Rap/Hip Hop
Blessings,Chance The Rapper,Rap/Hip Hop
I'm Sorry,Adam Wakefield,Country
Promise,Kid Ink,Rap/Hip Hop
Go Ahead And Break My Heart,Blake Shelton,Country
Ain't Your Mama,Jennifer Lopez,Electro
6 Inch,Beyonce,Pop
I Like The Sound Of That,Rascal Flatts,Country
Confession,Florida Georgia Line,Country
Team,Iggy Azalea,Rap/Hip Hop
Don't Hurt Yourself,Beyonce,Pop
All Night,Beyonce,Pop
Freedom,Beyonce,Pop
Daddy Lessons,Beyonce,Pop
Pray You Catch Me,Beyonce,Pop
Sandcastles,Beyonce,Pop
Love Drought,Beyonce,Pop
True Colors,Zedd,Dance
Views,Drake,Rap/Hip Hop
Summer Sixteen,Drake,Rap/Hip Hop
Purple Rain,Prince,Pop
When Doves Cry,Prince,Pop
Little Red Corvette,Prince,Pop
Kiss,Prince,R&B
Let's Go Crazy,Prince,Pop
1999,Prince,Pop
Raspberry Beret,Prince,Pop
I Would Die 4 U,Prince,Pop
Jumpman,Drake,Rap/Hip Hop
Forward,Beyonce,Pop
Back To Sleep,Chris Brown,R&B
You Should Be Here,Cole Swindell,Country
New Level,A$AP Ferg,Rap/Hip Hop
Company,Justin Bieber,Pop
Acquainted,The Weeknd,R&B
That Don't Sound Like You,Lee Brice,Country
Hands To Myself,Selena Gomez,Pop
Hello,Adele,Pop
Down In The DM,Yo Gotti,Rap/Hip Hop
The Hills,The Weeknd,R&B
New Romantics,Taylor Swift,
Drunk On Your Love,Brett Eldredge,Country
Saved,Ty Dolla $ign,Rap/Hip Hop
Little Bit Of You,Chase Bryant,Country
Might Be,DJ Luke Nasty,Rap/Hip Hop
Pt. 2,Kanye West,Rap/Hip Hop
Jimmy Choo,Fetty Wap,Rap/Hip Hop
Let Me Love You,Ariana Grande,Pop
Fast Car,Jonas Blue,Dance
Die A Happy Man,Thomas Rhett,Country
Nobody To Blame,Chris Stapleton,Country
Waves,Kanye West,Rap/Hip Hop
Sugar,Robin Schulz,Dance
Ultralight Beam,Kanye West,Rap/Hip Hop
Victorious,Panic! At The Disco,Alternative
Hotline Bling,Drake,Rap/Hip Hop
When We Were Young,Adele,Pop
Best Friend,Young Thug,Rap/Hip Hop
FML,Kanye West,Rap/Hip Hop
Tennessee Whiskey,Chris Stapleton,Country
Real Friends,Kanye West,Rap/Hip Hop
Beautiful Drug,Zac Brown Band,Country
Heartbeat,Carrie Underwood,Country
Feedback,Kanye West,Rap/Hip Hop
679,Fetty Wap,Rap/Hip Hop
What Do You Mean?,Justin Bieber,Pop
Say It,Tory Lanez,Rap/Hip Hop
Like I'm Gonna Lose You,Meghan Trainor,Pop
White Iverson,Post Malone,Rap/Hip Hop
Like I Would,Zayn,Dance
Stand By You,Rachel Platten,Pop
I Know What You Did Last Summer,Shawn Mendes,Pop
With Them,Young Thug,Rap/Hip Hop
Home Alone Tonight,Luke Bryan,Country
Digits,Young Thug,Rap/Hip Hop
Something In The Way You Move,Ellie Goulding,Pop
Make Me Like You,Gwen Stefani,Pop
Be Alright,Ariana Grande,Pop
Hide Away,Daya,Pop
Here,Alessia Cara,Pop
Same Old Love,Selena Gomez,Pop
Ex's & Oh's,Elle King,Alternative
In The Night,The Weeknd,R&B
Adventure Of A Lifetime,Coldplay,Alternative
Backroad Song,Granger Smith,Country
Something New,Zendaya,R&B
Sorry Not Sorry,Bryson Tiller,R&B
Can't Feel My Face,The Weeknd,R&B
We Went,Randy Houser,Country
Break On Me.,Keith Urban,Country
Untitled 02 l 06.23.2014.,Kendrick Lamar,
Untitled 07 l Levitate,Kendrick Lamar,
Watch Out,2 Chainz,Rap/Hip Hop
Get Ugly,Jason Derulo,Pop
Gotta Lotta,2 Chainz,Rap/Hip Hop
Antidote,Travis Scott,Rap/Hip Hop
Lean On,Major Lazer,Pop
See You Again,Wiz Khalifa,Rap/Hip Hop
It's You,Zayn,Dance
Hello Friday,Flo Rida,Dance
Perfect,One Direction,Pop
$ave Dat Money,Lil Dicky,Rap/Hip Hop
Til It Happens To You,Lady Gaga,Pop
Walking On A Dream,Empire Of The Sun,Alternative
History,One Direction,Pop
Dibs,Kelsea Ballerini,Country
Out Of The Woods,Taylor Swift,
Hollow,Tori Kelly,Pop
Look At My Dab,Migos,Rap/Hip Hop
I Love This Life,LOCASH,Country
