song,artist,song_clean,artist_clean
Everything Is AWESOME!!!,Tegan And Sara Featuring The Lonely Island,Everything Is AWESOME!!!,Tegan
The Heart Of Dixie,Danielle Bradbery,The Heart Of Dixie,Danielle Bradbery
Friday Night,Eric Paslay,Friday Night,Eric Paslay
Collard Greens,ScHoolboy Q Featuring Kendrick Lamar,Collard Greens,ScHoolboy Q
Do What U Want,Lady Gaga Featuring R. Kelly,Do What U Want,Lady Gaga
Safe And Sound,Capital Cities,Safe And Sound,Capital Cities
Sweater Weather,The Neighbourhood,Sweater Weather,The Neighbourhood
Whatever She's Got,David Nail,Whatever She's Got,David Nail
23,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,Mike WiLL Made-It
XO,Beyonce,XO,Beyonce
Worst Behavior,Drake,Worst Behavior,Drake
Thinking About You,Calvin Harris Featuring Ayah Marar,Thinking About You,Calvin Harris
Stay The Night,Zedd Featuring Hayley Williams,Stay The Night,Zedd
White Walls,Macklemore & Ryan Lewis Featuring ScHoolboy Q & Hollis,White Walls,Macklemore
It Won't Stop,Sevyn Streeter Featuring Chris Brown,It Won't Stop,Sevyn Streeter
Achy Breaky 2,Buck 22 Featuring Billy Ray Cyrus,Achy Breaky 2,Buck 22
You're Mine (Eternal),Mariah Carey,You're Mine,Mariah Carey
Explosions,Ellie Goulding,Explosions,Ellie Goulding
All Me,Drake Featuring 2 Chainz & Big Sean,All Me,Drake
Confident,Justin Bieber Featuring Chance The Rapper,Confident,Justin Bieber
Midnight Memories,One Direction,Midnight Memories,One Direction
Sweet Annie,Zac Brown Band,Sweet Annie,Zac Brown Band
She Knows,J. Cole Featuring Amber Coffman & The Cults,She Knows,J. Cole
Up All Night,Jon Pardi,Up All Night,Jon Pardi
Follow Your Arrow,Kacey Musgraves,Follow Your Arrow,Kacey Musgraves
m.A.A.d City,Kendrick Lamar Featuring MC Eiht,m.A.A.d City,Kendrick Lamar
A Man Who Was Gonna Die Young,Eric Church,A Man Who Was Gonna Die Young,Eric Church
Don't Let Me Be Lonely,The Band Perry,Don't Let Me Be Lonely,The Band Perry
El Perdedor,Enrique Iglesias Featuring Marco Antonio Solis,El Perdedor,Enrique Iglesias
We Were Us,Keith Urban And Miranda Lambert,We Were Us,Keith Urban
Carolina,Parmalee,Carolina,Parmalee
Radio,Darius Rucker,Radio,Darius Rucker
Marry Me,Jason Derulo,Marry Me,Jason Derulo
Love More,Chris Brown Featuring Nicki Minaj,Love More,Chris Brown
Applause,Lady Gaga,Applause,Lady Gaga
Wasting All These Tears,Cassadee Pope,Wasting All These Tears,Cassadee Pope
Drunk Last Night,Eli Young Band,Drunk Last Night,Eli Young Band
I Luv This Sh*t,August Alsina Featuring Trinidad James,I Luv This Sh*t,August Alsina
How I Feel,Flo Rida,How I Feel,Flo Rida
Alone Together,Fall Out Boy,Alone Together,Fall Out Boy
All That Matters,Justin Bieber,All That Matters,Justin Bieber
Holy Grail,Jay Z Featuring Justin Timberlake,Holy Grail,Jay Z
Replay,Zendaya,Replay,Zendaya
Gas Pedal,Sage The Gemini Featuring IamSu!,Gas Pedal,Sage The Gemini
Survival,Eminem,Survival,Eminem
Berzerk,Eminem,Berzerk,Eminem
You Sound Good To Me,Lucy Hale,You Sound Good To Me,Lucy Hale
TKO,Justin Timberlake,TKO,Justin Timberlake
Sunny And 75,Joe Nichols,Sunny And 75,Joe Nichols
That's My Kind Of Night,Luke Bryan,That's My Kind Of Night,Luke Bryan
The Fox,Ylvis,The Fox,Ylvis
Work B**ch!,Britney Spears,Work B**ch!,Britney Spears
Perfume,Britney Spears,Perfume,Britney Spears
Bounce It,Juicy J Featuring Wale & Trey Songz,Bounce It,Juicy J
Everybody's Got Somebody But Me,Hunter Hayes Featuring Jason Mraz,Everybody's Got Somebody But Me,Hunter Hayes
Old School Love,Lupe Fiasco Featuring Ed Sheeran,Old School Love,Lupe Fiasco
Honest,Future,Honest,Future
HeadBand,B.o.B Featuring 2 Chainz,HeadBand,B.o.B
Best Song Ever,One Direction,Best Song Ever,One Direction
Mine,Beyonce Featuring Drake,Mine,Beyonce
Heart Attack,Enrique Iglesias,Heart Attack,Enrique Iglesias
Gorilla,Bruno Mars,Gorilla,Bruno Mars
Lolly,Maejor Ali Featuring Juicy J & Justin Bieber,Lolly,Maejor Ali
Bound 2,Kanye West,Bound 2,Kanye West
Who You Love,John Mayer Featuring Katy Perry,Who You Love,John Mayer
I Have Nothing,Tessanne Chin,I Have Nothing,Tessanne Chin
Little Drummer Boy,Pentatonix,Little Drummer Boy,Pentatonix
Slow Down,Selena Gomez,Slow Down,Selena Gomez
Let It Be,Tessanne Chin & Adam Levine,Let It Be,Tessanne Chin
Summertime Sadness,Lana Del Rey & Cedric Gervais,Summertime Sadness,Lana Del Rey
Saturday,Rebecca Black & Dave Days,Saturday,Rebecca Black
Bridge Over Troubled Water,Tessanne Chin,Bridge Over Troubled Water,Tessanne Chin
Mine Would Be You,Blake Shelton,Mine Would Be You,Blake Shelton
Cannonball,Lea Michele,Cannonball,Lea Michele
Angel,Jacquie Lee,Angel,Jacquie Lee
My Story,R. Kelly Featuring 2 Chainz,My Story,R. Kelly
What Now,Rihanna,What Now,Rihanna
Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,Pound Cake / Paris Morton Music 2,Drake
Right There,Ariana Grande Featuring Big Sean,Right There,Ariana Grande
Change Me,Justin Bieber,Change Me,Justin Bieber
Beware,Big Sean Featuring Lil Wayne & Jhene Aiko,Beware,Big Sean
Southern Girl,Tim McGraw,Southern Girl,Tim McGraw
I. Crawl,Childish Gambino,I. Crawl,Childish Gambino
The Outsiders,Eric Church,The Outsiders,Eric Church
All The Way Home,Tamar Braxton,All The Way Home,Tamar Braxton
Days Of Gold,Jake Owen,Days Of Gold,Jake Owen
We Can't Stop,Miley Cyrus,We Can't Stop,Miley Cyrus
Roller Coaster,Justin Bieber,Roller Coaster,Justin Bieber
Mirrors,Justin Timberlake,Mirrors,Justin Timberlake
Red,Taylor Swift,Red,Taylor Swift
Red Nose,Sage The Gemini,Red Nose,Sage The Gemini
Type Of Way,Rich Homie Quan,Type Of Way,Rich Homie Quan
At Last,Will Champlin,At Last,Will Champlin
Aw Naw,Chris Young,Aw Naw,Chris Young
Diana,One Direction,Diana,One Direction
Still Into You,Paramore,Still Into You,Paramore
Only Time,Enya,Only Time,Enya
PYD,Justin Bieber Featuring R. Kelly,PYD,Justin Bieber
Tom Ford,JAY-Z,Tom Ford,JAY-Z
Strong,One Direction,Strong,One Direction
Hallelujah,Matthew Schuler,Hallelujah,Matthew Schuler
Last Christmas,Ariana Grande,Last Christmas,Ariana Grande
Rough Water,Travie McCoy Featuring Jason Mraz,Rough Water,Travie McCoy
Livin' On A Prayer,Bon Jovi,Livin' On A Prayer,Bon Jovi
All Bad,Justin Bieber,All Bad,Justin Bieber
Everything Has Changed,Taylor Swift Featuring Ed Sheeran,Everything Has Changed,Taylor Swift
Dope,Lady Gaga,Dope,Lady Gaga
Night Train,Jason Aldean,Night Train,Jason Aldean
Darte Un Beso,Prince Royce,Darte Un Beso,Prince Royce
Propuesta Indecente,Romeo Santos,Propuesta Indecente,Romeo Santos
It Goes Like This,Thomas Rhett,It Goes Like This,Thomas Rhett
Get Me Bodied,Beyonce,Get Me Bodied,Beyonce
Bad Day,Justin Bieber,Bad Day,Justin Bieber
A Case Of You,James Wolpert,A Case Of You,James Wolpert
All Kinds Of Kinds,Miranda Lambert,All Kinds Of Kinds,Miranda Lambert
Give It 2 U,Robin Thicke Featuring Kendrick Lamar,Give It 2 U,Robin Thicke
Parking Lot Party,Lee Brice,Parking Lot Party,Lee Brice
Beautiful Pain,Eminem Featuring Sia,Beautiful Pain,Eminem
Let Me Go,Avril Lavigne Featuring Chad Kroeger,Let Me Go,Avril Lavigne
Venus,Lady Gaga,Venus,Lady Gaga
Recovery,Justin Bieber,Recovery,Justin Bieber
Clarity,Zedd Featuring Foxes,Clarity,Zedd
Crooked Smile,J. Cole Featuring TLC,Crooked Smile,J. Cole
Get Lucky,Daft Punk Featuring Pharrell Williams,Get Lucky,Daft Punk
Can't Hold Us,Macklemore & Ryan Lewis Featuring Ray Dalton,Can't Hold Us,Macklemore
True Love,P!nk Featuring Lily Allen,True Love,P!nk
V.S.O.P.,K. Michelle,V.S.O.P.,K. Michelle
Closer,Tegan And Sara,Closer,Tegan
Hold Tight,Justin Bieber,Hold Tight,Justin Bieber
Sweeter Than Fiction,Taylor Swift,Sweeter Than Fiction,Taylor Swift
Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,Cups,Anna Kendrick
Wait For A Minute,Tyga & Justin Bieber,Wait For A Minute,Tyga
Best I Ever Had,Gavin DeGraw,Best I Ever Had,Gavin DeGraw
Round Here,Florida Georgia Line,Round Here,Florida Georgia Line
Miss Movin' On,Fifth Harmony,Miss Movin' On,Fifth Harmony
Chinese Food,Alison Gold,Chinese Food,Alison Gold
Treasure,Bruno Mars,Treasure,Bruno Mars
Just Give Me A Reason,P!nk Featuring Nate Ruess,Just Give Me A Reason,P!nk
Heartbreaker,Justin Bieber,Heartbreaker,Justin Bieber
Hey Girl,Billy Currington,Hey Girl,Billy Currington
Love Somebody,Maroon 5,Love Somebody,Maroon 5
Cruise,Florida Georgia Line Featuring Nelly,Cruise,Florida Georgia Line
Redneck Crazy,Tyler Farr,Redneck Crazy,Tyler Farr
Sirens,Pearl Jam,Sirens,Pearl Jam
Make You Feel My Love,Glee Cast,Make You Feel My Love,Glee Cast
Drive,Miley Cyrus,Drive,Miley Cyrus
Someone Else,Miley Cyrus,Someone Else,Miley Cyrus
Outta My Head,Craig Campbell,Outta My Head,Craig Campbell
Loco,Enrique Iglesias Featuring Romeo Santos,Loco,Enrique Iglesias
Gone,Kanye West Featuring Cam'ron & Consequence,Gone,Kanye West
Walking On Air,Katy Perry,Walking On Air,Katy Perry
Same Love,Macklemore & Ryan Lewis Featuring Mary Lambert,Same Love,Macklemore
I Need Your Love,Calvin Harris Featuring Ellie Goulding,I Need Your Love,Calvin Harris
Take Back The Night,Justin Timberlake,Take Back The Night,Justin Timberlake
Point At You,Justin Moore,Point At You,Justin Moore
Furthest Thing,Drake,Furthest Thing,Drake
From Time,Drake Featuring Jhene Aiko,From Time,Drake
Little Bit Of Everything,Keith Urban,Little Bit Of Everything,Keith Urban
Don't Ya,Brett Eldredge,Don't Ya,Brett Eldredge
Bruises,Train Featuring Ashley Monroe,Bruises,Train
"Gone, Gone, Gone",Phillip Phillips,"Gone, Gone, Gone",Phillip Phillips
Wu-Tang Forever,Drake,Wu-Tang Forever,Drake
Too Much,Drake,Too Much,Drake
Own It,Drake,Own It,Drake
Tuscan Leather,Drake,Tuscan Leather,Drake
Young And Beautiful,Lana Del Rey,Young And Beautiful,Lana Del Rey
Come Thru,Drake,Come Thru,Drake
Feds Watching,2 Chainz Featuring Pharrell,Feds Watching,2 Chainz
American Girl,Bonnie McKee,American Girl,Bonnie McKee
The Way,Ariana Grande Featuring Mac Miller,The Way,Ariana Grande
A Light That Never Comes,Linkin Park X Steve Aoki,A Light That Never Comes,Linkin Park
Runnin' Outta Moonlight,Randy Houser,Runnin' Outta Moonlight,Randy Houser
All Over The Road,Easton Corbin,All Over The Road,Easton Corbin
Monster,Imagine Dragons,Monster,Imagine Dragons
You Make Me,Avicii,You Make Me,Avicii
Could It Be,Charlie Worsham,Could It Be,Charlie Worsham
This Is What It Feels Like,Armin van Buuren Featuring Trevor Guthrie,This Is What It Feels Like,Armin van Buuren
Tapout,"Rich Gang Featuring Lil Wayne, Birdman, Future, Mack Maine, Nicki Minaj",Tapout,Rich Gang
Stay,Rihanna Featuring Mikky Ekko,Stay,Rihanna
Baby I,Ariana Grande,Baby I,Ariana Grande
Atlas,Coldplay,Atlas,Coldplay
Easy,Sheryl Crow,Easy,Sheryl Crow
See You Again,Carrie Underwood,See You Again,Carrie Underwood
Don't Drop That Thun Thun!,The FiNATTiCZ,Don't Drop That Thun Thun!,The FiNATTiCZ
Wop,J. Dash,Wop,J. Dash
Beneath Your Beautiful,Labrinth Featuring Emeli Sande,Beneath Your Beautiful,Labrinth
I Do It,2 Chainz Featuring Drake & Lil Wayne,I Do It,2 Chainz
Popular Song,MIKA Featuring Ariana Grande,Popular Song,MIKA
Ain't Worried About Nothin,French Montana,Ain't Worried About Nothin,French Montana
Reflektor,Arcade Fire,Reflektor,Arcade Fire
Vivir Mi Vida,Marc Anthony,Vivir Mi Vida,Marc Anthony
Come & Get It,Selena Gomez,Come & Get It,Selena Gomez
Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,Thrift Shop,Macklemore
The Other Side,Jason Derulo,The Other Side,Jason Derulo
Body Party,Ciara,Body Party,Ciara
Turn The Night Up,Enrique Iglesias,Turn The Night Up,Enrique Iglesias
Almost Is Never Enough,Ariana Grande & Nathan Sykes,Almost Is Never Enough,Ariana Grande
Goodbye Town,Lady Antebellum,Goodbye Town,Lady Antebellum
When I See This Bar,Kenny Chesney,When I See This Bar,Kenny Chesney
F*ckwithmeyouknowigotit,Jay Z Featuring Rick Ross,F*ckwithmeyouknowigotit,Jay Z
Versace,Migos,Versace,Migos
Act Right,Yo Gotti Featuring Jeezy & YG,Act Right,Yo Gotti
Oh Sweet Lorraine,Green Shoe Studio Featuring Jacob Colgan & Fred Stobaugh,Oh Sweet Lorraine,Green Shoe Studio
Power Trip,J. Cole Featuring Miguel,Power Trip,J. Cole
Crash My Party,Luke Bryan,Crash My Party,Luke Bryan
How Many Drinks?,Miguel,How Many Drinks?,Miguel
Hail To The King,Avenged Sevenfold,Hail To The King,Avenged Sevenfold
Blood On The Leaves,Kanye West,Blood On The Leaves,Kanye West
Rock N Roll,Avril Lavigne,Rock N Roll,Avril Lavigne
Acapella,Karmin,Acapella,Karmin
No New Friends (SFTB Remix),"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",No New Friends,DJ Khaled
I Want Crazy,Hunter Hayes,I Want Crazy,Hunter Hayes
U.O.E.N.O.,Rocko Featuring Future & Rick Ross,U.O.E.N.O.,Rocko
Wildfire,John Mayer,Wildfire,John Mayer
#Beautiful,Mariah Carey Featuring Miguel,#Beautiful,Mariah Carey
Helluva Night,Ludacris,Helluva Night,Ludacris
Crazy Kids,Ke$ha Featuring will.i.am Or Juicy J,Crazy Kids,Ke$ha
LoveHate Thing,Wale Featuring Sam Dew,LoveHate Thing,Wale
Beat It,Sean Kingston Featuring Chris Brown & Wiz Khalifa,Beat It,Sean Kingston
Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,Boys 'round Here,Blake Shelton
When I Was Your Man,Bruno Mars,When I Was Your Man,Bruno Mars
I Love It,Icona Pop Featuring Charli XCX,I Love It,Icona Pop
This Is Gospel,Panic! At The Disco,This Is Gospel,Panic! At The Disco
Right Now,Rihanna Featuring David Guetta,Right Now,Rihanna
We Own The Night,The Wanted,We Own The Night,The Wanted
Your Side Of The Bed,Little Big Town,Your Side Of The Bed,Little Big Town
Without Me,Fantasia Featuring Kelly Rowland & Missy Elliott,Without Me,Fantasia
Bad,Wale Featuring Tiara Thomas Or Rihanna,Bad,Wale
Ho Hey,The Lumineers,Ho Hey,The Lumineers
Bubble Butt,"Major Lazer Featuring Bruno Mars, Tyga & Mystic",Bubble Butt,Major Lazer
Hopeless Wanderer,Mumford & Sons,Hopeless Wanderer,Mumford
Made In The USA,Demi Lovato,Made In The USA,Demi Lovato
What About Love,Austin Mahone,What About Love,Austin Mahone
Chloe (You're The One I Want),Emblem3,Chloe,Emblem3
Cruisin' For A Bruisin',"Ross Lynch, Grace Phipps And Jason Evigan",Cruisin' For A Bruisin',Ross Lynch
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,My Songs Know What You Did In The Dark,Fall Out Boy
Wagon Wheel,Darius Rucker,Wagon Wheel,Darius Rucker
Hey Pretty Girl,Kip Moore,Hey Pretty Girl,Kip Moore
Rich As F**k,Lil Wayne Featuring 2 Chainz,Rich As F**k,Lil Wayne
Anywhere With You,Jake Owen,Anywhere With You,Jake Owen
Jump Right In,Zac Brown Band,Jump Right In,Zac Brown Band
I'm Out,Ciara Featuring Nicki Minaj,I'm Out,Ciara
DONE.,The Band Perry,DONE.,The Band Perry
Play Hard,David Guetta Featuring Ne-Yo & Akon,Play Hard,David Guetta
Beat This Summer,Brad Paisley,Beat This Summer,Brad Paisley
Miss Jackson,Panic! At The Disco Featuring Lolo,Miss Jackson,Panic! At The Disco
Ooh La La,Britney Spears,Ooh La La,Britney Spears
People Like Us,Kelly Clarkson,People Like Us,Kelly Clarkson
Here's To Never Growing Up,Avril Lavigne,Here's To Never Growing Up,Avril Lavigne
Gentleman,PSY,Gentleman,PSY
Fine China,Chris Brown,Fine China,Chris Brown
"Bitch, Don't Kill My Vibe",Kendrick Lamar,"Bitch, Don't Kill My Vibe",Kendrick Lamar
Highway Don't Care,Tim McGraw With Taylor Swift,Highway Don't Care,Tim McGraw
Heart Attack,Demi Lovato,Heart Attack,Demi Lovato
22,Taylor Swift,22,Taylor Swift
Oceans,Jay Z Featuring Frank Ocean,Oceans,Jay Z
Lego House,Ed Sheeran,Lego House,Ed Sheeran
Picasso Baby,JAY-Z,Picasso Baby,JAY-Z
Black Skinhead,Kanye West,Black Skinhead,Kanye West
Crown,JAY-Z,Crown,JAY-Z
Started From The Bottom,Drake,Started From The Bottom,Drake
Feel This Moment,Pitbull Featuring Christina Aguilera,Feel This Moment,Pitbull
Suit & Tie,Justin Timberlake Featuring JAY Z,Suit & Tie,Justin Timberlake
Next To Me,Emeli Sande,Next To Me,Emeli Sande
More Than Miles,Brantley Gilbert,More Than Miles,Brantley Gilbert
Don't Think They Know,Chris Brown Featuring Aaliyah,Don't Think They Know,Chris Brown
High School,Nicki Minaj Featuring Lil Wayne,High School,Nicki Minaj
#thatPOWER,will.i.am Featuring Justin Bieber,#thatPOWER,will.i.am
We Own It (Fast & Furious),2 Chainz & Wiz Khalifa,We Own It,2 Chainz
Live For The Night,Krewella,Live For The Night,Krewella
We Still In This B****,B.o.B Featuring T.I. & Juicy J,We Still In This B****,B.o.B
Harlem Shake,Baauer,Harlem Shake,Baauer
Bugatti,Ace Hood Featuring Future & Rick Ross,Bugatti,Ace Hood
Alive,Krewella,Alive,Krewella
New Slaves,Kanye West,New Slaves,Kanye West
Wild For The Night,A$AP Rocky Featuring Skrillex,Wild For The Night,A$AP Rocky
I Knew You Were Trouble.,Taylor Swift,I Knew You Were Trouble.,Taylor Swift
Born To Fly,Danielle Bradbery,Born To Fly,Danielle Bradbery
Paper Doll,John Mayer,Paper Doll,John Mayer
Danny's Song,The Swon Brothers,Danny's Song,The Swon Brothers
Downtown,Lady Antebellum,Downtown,Lady Antebellum
Why,Michelle Chamuel,Why,Michelle Chamuel
Maybe It Was Memphis,Danielle Bradbery,Maybe It Was Memphis,Danielle Bradbery
One,Usher & Michelle Chamuel,One,Usher
I Can't Tell You Why,The Swon Brothers,I Can't Tell You Why,The Swon Brothers
Love Me,Lil Wayne Featuring Drake & Future,Love Me,Lil Wayne
Who I Am,Danielle Bradbery,Who I Am,Danielle Bradbery
Live It Up,Jennifer Lopez Featuring Pitbull,Live It Up,Jennifer Lopez
Like Jesus Does,Eric Church,Like Jesus Does,Eric Church
I Got You,Jack Johnson,I Got You,Jack Johnson
Turn The Page,The Swon Brothers,Turn The Page,The Swon Brothers
Please Remember Me,Danielle Bradbery,Please Remember Me,Danielle Bradbery
Sad,Amber Carrington,Sad,Amber Carrington
Loveeeeeee Song,Rihanna Featuring Future,Loveeeeeee Song,Rihanna
Ready,Fabolous Featuring Chris Brown,Ready,Fabolous
Locked Out Of Heaven,Bruno Mars,Locked Out Of Heaven,Bruno Mars
Get Your Shine On,Florida Georgia Line,Get Your Shine On,Florida Georgia Line
Mama's Broken Heart,Miranda Lambert,Mama's Broken Heart,Miranda Lambert
I Knew You Were Trouble,Michelle Chamuel,I Knew You Were Trouble,Michelle Chamuel
Levitate,Hadouken!,Levitate,Hadouken!
Love And War,Tamar Braxton,Love And War,Tamar Braxton
Pirate Flag,Kenny Chesney,Pirate Flag,Kenny Chesney
Molly,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",Molly,Tyga
Can't Shake You,Gloriana,Can't Shake You,Gloriana
Work,A$AP Ferg,Work,A$AP Ferg
Troublemaker,Olly Murs Featuring Flo Rida,Troublemaker,Olly Murs
Wit Me,T.I. Featuring Lil Wayne,Wit Me,T.I.
Grandpa (Tell Me 'Bout The Good Old Days),Danielle Bradbery,Grandpa,Danielle Bradbery
Clouds,Zach Sobiech,Clouds,Zach Sobiech
Wings,Little Mix,Wings,Little Mix
Kisses Down Low,Kelly Rowland,Kisses Down Low,Kelly Rowland
Daylight,Maroon 5,Daylight,Maroon 5
Sure Be Cool If You Did,Blake Shelton,Sure Be Cool If You Did,Blake Shelton
"Heads Carolina, Tails California",Danielle Bradbery,"Heads Carolina, Tails California",Danielle Bradbery
A Little Party Never Killed Nobody (All We Got),"Fergie, Q-Tip & GoonRock",A Little Party Never Killed Nobody,Fergie
1994,Jason Aldean,1994,Jason Aldean
Karate Chop (Remix),Future Featuring Lil Wayne,Karate Chop,Future
Give It All We Got Tonight,George Strait,Give It All We Got Tonight,George Strait
Carry On,fun.,Carry On,fun.
Pour It Up,Rihanna,Pour It Up,Rihanna
If I Didn't Have You,Thompson Square,If I Didn't Have You,Thompson Square
I Am Beautiful,Candice Glover,I Am Beautiful,Candice Glover
I Drive Your Truck,Lee Brice,I Drive Your Truck,Lee Brice
Scream & Shout,will.i.am & Britney Spears,Scream & Shout,will.i.am
Sweet Nothing,Calvin Harris Featuring Florence Welch,Sweet Nothing,Calvin Harris
Battle Scars,Lupe Fiasco & Guy Sebastian,Battle Scars,Lupe Fiasco
Tonight I'm Getting Over You,Carly Rae Jepsen Featuring Nicki Minaj,Tonight I'm Getting Over You,Carly Rae Jepsen
R.I.P.,Young Jeezy Featuring 2 Chainz,R.I.P.,Young Jeezy
F**kin Problems,"A$AP Rocky Featuring Drake, 2 Chainz & Kendrick Lamar",F**kin Problems,A$AP Rocky
Don't You Worry Child,Swedish House Mafia Featuring John Martin,Don't You Worry Child,Swedish House Mafia
I Will Wait,Mumford & Sons,I Will Wait,Mumford
I Hit It First,Ray J Featuring Bobby Brackins,I Hit It First,Ray J
Sexy People (The Fiat Song),Arianna Featuring Pitbull,Sexy People,Arianna
Memories Back Then,"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",Memories Back Then,Hustle Gang
Freaks,French Montana Featuring Nicki Minaj,Freaks,French Montana
It's Time,Imagine Dragons,It's Time,Imagine Dragons
I Can Take It From There,Chris Young,I Can Take It From There,Chris Young
All Gold Everything,Trinidad James,All Gold Everything,Trinidad James
Two Black Cadillacs,Carrie Underwood,Two Black Cadillacs,Carrie Underwood
All Around The World,Justin Bieber Featuring Ludacris,All Around The World,Justin Bieber
Show Out,Juicy J Featuring Big Sean & Young Jeezy,Show Out,Juicy J
Little Talks,Of Monsters And Men,Little Talks,Of Monsters
Fall Down,will.i.am Featuring Miley Cyrus,Fall Down,will.i.am
If I Lose Myself,OneRepublic,If I Lose Myself,OneRepublic
Neva End,Future,Neva End,Future
Accidental Racist,Brad Paisley Featuring LL Cool J,Accidental Racist,Brad Paisley
Don't Rush,Kelly Clarkson Featuring Vince Gill,Don't Rush,Kelly Clarkson
One Of Those Nights,Tim McGraw,One Of Those Nights,Tim McGraw
Just Keep Breathing,WE the Kings,Just Keep Breathing,WE the Kings
Changed,Rascal Flatts,Changed,Rascal Flatts
Kiss You,One Direction,Kiss You,One Direction
Catch My Breath,Kelly Clarkson,Catch My Breath,Kelly Clarkson
Madness,Muse,Madness,Muse
Poetic Justice,Kendrick Lamar Featuring Drake,Poetic Justice,Kendrick Lamar
Try,P!nk,Try,P!nk
Gangnam Style,PSY,Gangnam Style,PSY
One More Night,Maroon 5,One More Night,Maroon 5
Pom Poms,Jonas Brothers,Pom Poms,Jonas Brothers
Somebody's Heartbreak,Hunter Hayes,Somebody's Heartbreak,Hunter Hayes
C'mon,Ke$ha,C'mon,Ke$ha
Whiskey,Jana Kramer,Whiskey,Jana Kramer
One Way Or Another (Teenage Kicks),One Direction,One Way Or Another,One Direction
Girl On Fire,Alicia Keys Featuring Nicki Minaj,Girl On Fire,Alicia Keys
Home,Phillip Phillips,Home,Phillip Phillips
I'm Different,2 Chainz,I'm Different,2 Chainz
The Phoenix,Fall Out Boy,The Phoenix,Fall Out Boy
Pusher Love Girl,Justin Timberlake,Pusher Love Girl,Justin Timberlake
Dope,Tyga Featuring Rick Ross,Dope,Tyga
Beauty And A Beat,Justin Bieber Featuring Nicki Minaj,Beauty And A Beat,Justin Bieber
Diamonds,Rihanna,Diamonds,Rihanna
Merry Go 'round,Kacey Musgraves,Merry Go 'round,Kacey Musgraves
Tornado,Little Big Town,Tornado,Little Big Town
Who Booty,Jonn Hart Featuring IamSU!,Who Booty,Jonn Hart
Stubborn Love,The Lumineers,Stubborn Love,The Lumineers
The Only Way I Know,Jason Aldean With Luke Bryan & Eric Church,The Only Way I Know,Jason Aldean
Adorn,Miguel,Adorn,Miguel
Some Nights,fun.,Some Nights,fun.
Hall Of Fame,The Script Featuring will.i.am,Hall Of Fame,The Script
Better Dig Two,The Band Perry,Better Dig Two,The Band Perry
Wicked Games,The Weeknd,Wicked Games,The Weeknd
Hey Porsche,Nelly,Hey Porsche,Nelly
Don't Judge Me,Chris Brown,Don't Judge Me,Chris Brown
So Many Girls,"DJ Drama Featuring Wale, Tyga & Roscoe Dash",So Many Girls,DJ Drama
Gold,Britt Nicole,Gold,Britt Nicole
Love Sosa,Chief Keef,Love Sosa,Chief Keef
Buzzkill,Luke Bryan,Buzzkill,Luke Bryan
Little Things,One Direction,Little Things,One Direction
Wanted,Hunter Hayes,Wanted,Hunter Hayes
Tip It On Back,Dierks Bentley,Tip It On Back,Dierks Bentley
Remember You,Wiz Khalifa Featuring The Weeknd,Remember You,Wiz Khalifa
As Your Friend,Afrojack Featuring Chris Brown,As Your Friend,Afrojack
Skyfall,Adele,Skyfall,Adele
Swimming Pools (Drank),Kendrick Lamar,Swimming Pools,Kendrick Lamar
Don't Stop The Party,Pitbull Featuring TJR,Don't Stop The Party,Pitbull
Ball,T.I. Featuring Lil Wayne,Ball,T.I.
It's A Beautiful Day,Michael Buble,It's A Beautiful Day,Michael Buble
Va Va Voom,Nicki Minaj,Va Va Voom,Nicki Minaj
Guap,Big Sean,Guap,Big Sean
The A Team,Ed Sheeran,The A Team,Ed Sheeran
Die Young,Ke$ha,Die Young,Ke$ha
Hold On,Alabama Shakes,Hold On,Alabama Shakes
Anything Could Happen,Ellie Goulding,Anything Could Happen,Ellie Goulding
Goodbye In Her Eyes,Zac Brown Band,Goodbye In Her Eyes,Zac Brown Band
Somebody That I Used To Know,Gotye Featuring Kimbra,Somebody That I Used To Know,Gotye
I Cry,Flo Rida,I Cry,Flo Rida
Every Storm (Runs Out Of Rain),Gary Allan,Every Storm,Gary Allan
Begin Again,Taylor Swift,Begin Again,Taylor Swift
How Country Feels,Randy Houser,How Country Feels,Randy Houser
Southern Comfort Zone,Brad Paisley,Southern Comfort Zone,Brad Paisley
She Don't Put It Down,Joe Budden Featuring Lil Wayne & Tank,She Don't Put It Down,Joe Budden
Crying On A Suitcase,Casey James,Crying On A Suitcase,Casey James
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,Let Me Love You,Ne-Yo
Nothing Like Us,Justin Bieber,Nothing Like Us,Justin Bieber
Let There Be Cowgirls,Chris Cagle,Let There Be Cowgirls,Chris Cagle
Clique,"Kanye West, Jay-Z, Big Sean",Clique,Kanye West
