song,artist,genre
Butterfly Baby,Bobby Rydell,
Cast Your Fate To The Wind,Vince Guaraldi Trio,Jazz
That's All,Rick Nelson,Pop
I'll Make It Alright,The Valentinos (The Lovers),
Walk Right In,The Rooftop Singers,
The Gypsy Cried,Lou Christie,Pop
Hitch Hike,Marvin Gaye,R&B
The Jive Samba,Cannonball Adderley,
I'm In Love Again,Rick Nelson,
Insult To Injury,Timi Yuro,Pop
Gone With The Wind,The Duprees,Pop
Marching Thru Madrid,Herb Alpert's Tijuana Brass,
Send Me Some Lovin',Sam Cooke,R&B
From A Jack To A King,Ned Miller,Country
You've Really Got A Hold On Me,The Miracles,R&B
Fly Me To The Moon - Bossa Nova,Joe Harnell,
Call On Me,Bobby Bland,Rock
Little Town Flirt,Del Shannon,Rock
That's The Way Love Is,Bobby Bland,Rock
As Long As She Needs Me,Sammy Davis Jr.,Pop
Let's Stomp,Bobby Comstock,Rock
Pepino's Friend Pasqual,Lou Monte,
Nothing Goes Up,Nat King Cole,
Cigarettes And Coffee Blues,Marty Robbins,Country
Little Star,Bobby Callender,
Don't Let Me Cross Over,Carl Butler,Country
Two Wrongs Don't Make A Right,Mary Wells,R&B
He's Sure The Boy I Love,The Crystals,Pop
Up On The Roof,The Drifters,
They Remind Me Too Much Of You,Elvis Presley,Pop
Big Wide World,Teddy Randazzo,Pop
Ridin' The Wind,The Tornadoes,
Bossa Nova U.S.A.,The Dave Brubeck Quartet,Jazz
I'm The One Who Loves You,The Impressions,
All About My Girl,Jimmy McGriff,Jazz
"Baby, Baby, Baby",Sam Cooke,R&B
Pin A Medal On Joey,James Darren,
"Hi-Lili, Hi-Lo",Richard Chamberlain,
Who Stole The Keeshka?,The Matys Bros.,
The Brightest Smile In Town,Ray Charles,R&B
Don't Be Cruel,Barbara Lynn,Rock
My Foolish Heart,The Demensions,
Your Used To Be,Brenda Lee,
The Night Has A Thousand Eyes,Bobby Vee,Rock
Every Day I Have To Cry,Steve Alaimo,Pop
Love,Paul Anka,Pop
Java,Floyd Cramer,Country
I Really Don't Want To Know,Little Esther Phillips,
What Does A Girl Do?,Marcie Blane,Pop
If Mary's There,Brian Hyland,Pop
Meditation,Pat Boone,
"The 2,000 Pound Bee",The Ventures,Rock
Pretty Boy Lonely,Patti Page,
I Will Live My Life For You,Tony Bennett,Pop
Boss,The Rumblers,Rock
Loop De Loop,Johnny Thunder,Rock
Go Away Little Girl,Steve Lawrence,Pop
It's Up To You,Rick Nelson,
Half Heaven - Half Heartache,Gene Pitney,Pop
My Coloring Book,Sandy Stewart,
The Cinnamon Cinder,The Pastel Six,Rock
My Dad,Paul Petersen,
She'll Never Know,Brenda Lee,Folk
I'm A Woman,Peggy Lee,Pop
Strange I Know,The Marvelettes,R&B
Chicken Feed,Bent Fabric,
Don't Fence Me In,George Maharis,
Faded Love,Jackie DeShannon,Pop
I Saw Linda Yesterday,Dickey Lee,Country
Puddin N' Tain,The Alley Cats,
Tell Him,The Exciters,Pop
My Coloring Book,Kitty Kallen,Jazz
Settle Down,Peter,Pop
I'm Gonna' Be Warm This Winter,Connie Francis,
Proud,Johnny Crawford,
Don't Make Me Over,Dionne Warwick,Pop
Two Lovers,Mary Wells,R&B
Would It Make Any Difference To You,Etta James,Rock
Ain't Gonna Kiss Ya,The Ribbons,
Leavin' On Your Mind,Patsy Cline,Country
From The Bottom Of My Heart,Dean Martin,Pop
Only You,Mr. Acker Bilk,
Shake Sherry,The Contours,R&B
Telstar,The Tornadoes,
Everybody Loves A Lover,The Shirelles,Pop
The Ballad Of Jed Clampett,Flatt,Country
Shake Me I Rattle,Marion Worth,Christian
How Much Is That Doggie In The Window,Baby Jane,
The Popeye Waddle,Don Covay,
What To Do With Laurie,Mike Clifford,Pop
Let Me Go The Right Way,The Supremes,R&B
I'd Rather Be Here In Your Arms,The Duprees,
Zing! Went The Strings Of My Heart,The Furys,
Al Di La,Connie Francis,Latin Music
M.G. Blues,Jimmy McGriff,Jazz
"Baby, You're Driving Me Crazy",Joey Dee,Pop
Hotel Happiness,Brook Benton,R&B
Pepino The Italian Mouse,Lou Monte,
Remember Then,The Earls,R&B
Limbo Rock,Chubby Checker,Rock
Zip-A-Dee Doo-Dah,Bob B. Soxx,Rock
See See Rider,LaVern Baker,R&B
Willie Can,Sue Thompson,
Walk Right In,The Moments,Pop
I Need You,Rick Nelson,Pop
Remember Baby,Shep,
Every Beat Of My Heart,James Brown,
Shutters And Boards,Jerry Wallace,Country
Bobby's Girl,Marcie Blane,Pop
Big Girls Don't Cry,The 4 Seasons,
Wiggle Wobble,Les Cooper,R&B
Return To Sender,Elvis Presley,Pop
Lovesick Blues,Frank Ifield,Pop
Some Kinda Fun,Chris Montez,
You Are My Sunshine,Ray Charles,Soul & Funk
Trouble Is My Middle Name,Bobby Vinton,Pop
Molly,Bobby Goldsboro,
The Same Old Hurt,Burl Ives,Pop
The Lone Teen Ranger,Jerry Landis,
Let's Kiss And Make Up,Bobby Vinton,Pop
Chains,The Cookies,R&B
The Lonely Bull,Herb Alpert,Traditional Mexicano
Let's Go,The Routers,Pop
My Wife Can't Cook,Lonnie Russ,
Darkest Street In Town,Jimmy Clanton,
Jellybread,Booker T.,
Oo-La-La-Limbo,Danny,
Love Came To Me,Dion,Rock
Dear Lonely Hearts,Nat King Cole,
The Love Of A Boy,Timi Yuro,Pop
Keep Your Hands Off My Baby,Little Eva,Pop
Don't Hang Up,The Orlons,Pop
Ruby Ann,Marty Robbins,Country
 Guitar Man,Duane Eddy,Pop
Ten Little Indians,The Beach Boys,
That's Life,Gabriel,Rock
Coney Island Baby,The Excellents,
You're Gonna Need Me,Barbara Lynn,R&B
Little Tin Soldier,The Toy Dolls,
Look At Me,Dobie Gray,
Red Pepper I,Roosevelt Fountain,
Monsters' Holiday,"Bobby ""Boris"" Pickett",Pop
Ride!,Dee Dee Sharp,Pop
Your Cheating Heart,Ray Charles,
Desafinado,Stan Getz/Charlie Byrd,Jazz
Comin' Home Baby,Mel Torme,Jazz
You Threw A Lucky Punch,Gene Chandler,
Echo,The Emotions,Pop
Trouble In Mind,Aretha Franklin,R&B
Big Boat,Peter,Folk
Someone Somewhere,Junior Parker,Rock
Slop Time,The Sherrys,
Rumors,Johnny Crawford,
The Push And Kick,Mark Valentino,Rock
He's A Rebel,The Crystals,Pop
All Alone Am I,Brenda Lee,Pop
Spanish Lace,Gene McDaniels,
I May Not Live To See Tomorrow,Brian Hyland,
Me And My Shadow,Frank Sinatra,Jazz
Rainbow At Midnight,Jimmie Rodgers,Pop
Gonna Raise A Rukus Tonight,Jimmy Dean,
Sam's Song,Dean Martin,Pop
The Bird,The Dells,
Let Me Entertain You,Ray Anthony,
Santa Claus Is Coming To Town,The 4 Seasons,
The Little Drummer Boy,The Harry Simeone Chorale,
White Christmas,Bing Crosby,
The Chipmunk Song,David Seville,
Santa Claus Is Watching You,Ray Stevens,
Jingle Bell Rock,Bobby Helms,Kids
Rockin' Around The Christmas Tree,Brenda Lee,
I Left My Heart In San Francisco,Tony Bennett,
The Christmas Song,Nat King Cole,
Don't Go Near The Eskimos,Ben Colder,Country
Rudolph The Red Nosed Reindeer,David Seville,
Lover Come Back To Me,The Cleftones,
"Silent Night, Holy Night",Mahalia Jackson,
Eso Beso,Paul Anka,Pop
My Own True Love,The Duprees,Pop
The Cha-Cha-Cha,Bobby Rydell,Pop
I Can't Help It,Johnny Tillotson,Pop
A Little Bit Now,The Majors,Rock
Diddle-Dee-Dum,The Belmonts,R&B
Road Hog,John D. Loudermilk,Folk
She's A Troublemaker,The Majors,Rock
Alvin's Harmonica,David Seville,Pop
White Christmas,The Drifters,
Jingle Bell Rock,Bobby Rydell/Chubby Checker,Pop
Three Hearts In A Tangle,James Brown,R&B
Twilight Time,Andy Williams,Pop
Does He Mean That Much To You?,Eddy Arnold,
Next Door To An Angel,Neil Sedaka,Pop
Only Love Can Break A Heart,Gene Pitney,Pop
Mary Ann Regrets,Burl Ives,Pop
Stubborn Kind Of Fellow,Marvin Gaye,R&B
"Lovers By Night, Strangers By Day",The Fleetwoods,
I Lost My Baby,Joey Dee,
Baby Has Gone Bye Bye,George Maharis,
Desafinado,Pat Thomas,Brazilian Music
I Found A New Baby,Bobby Darin,Pop
Limelight,Mr. Acker Bilk,
Theme From Taras Bulba,Jerry Butler,R&B
Gina,Johnny Mathis,Pop
Nothing Can Change This Love,Sam Cooke,Pop
That Stranger Used To Be My Girl,Trade Martin,Pop
What Kind Of Fool Am I,Sammy Davis Jr.,Pop
I've Got A Woman,Jimmy McGriff,R&B
Mama Sang A Song,Stan Kenton,
Close To Cathy,Mike Clifford,Rock
Léah,Roy Orbison,Country
Mama Sang A Song,Walter Brennan,
Popeye,Chubby Checker,R&B
If You Were A Rock And Roll Record,Freddy Cannon,Rock
The Jitterbug,The Dovells,Pop
Still Waters Run Deep,Brook Benton,R&B
Getting Ready For The Heartbreak,Chuck Jackson,R&B
Zero-Zero,Lawrence Welk,
Night Time,Pete Antell,
I Was Such A Fool,Connie Francis,Pop
James,Sue Thompson,Pop
Surfin' Safari,The Beach Boys,Rock
Love Me Tender,Richard Chamberlain,
Don't Ask Me To Be Friends,The Everly Brothers,Pop
I'll Bring It Home To You,Carla Thomas,
Workin' For The Man,Roy Orbison,Country
Torture,Kris Jensen,Pop
Untie Me,The Tams,Soul & Funk
Stormy Monday Blues,Bobby Bland,
Anna,Arthur Alexander,
Next Door To The Blues,Etta James,Rock
Mr. Lonely,Buddy Greco,
Heart Breaker,Dean Christie,
I'm So Lonesome I Could Cry,Johnny Tillotson,Rock
Somebody Have Mercy,Sam Cooke,R&B
This Land Is Your Land,The New Christy Minstrels,Pop
This Land Is Your Land,Ketty Lester,
You're A Sweetheart,Dinah Washington,
Pop Pop Pop - Pie,The Sherrys,
Sherry,The 4 Seasons,
Patches,Dickey Lee,Country
Green Onions,Booker T.,Pop
Susie Darlin',Tommy Roe,
Alley Cat,Bent Fabric,Jazz
He Thinks I Still Care,Connie Francis,
I've Been Everywhere,Hank Snow,Country
You Can Run,Jerry Butler,Pop
Heartaches,Patsy Cline,
Happy Weekend,"Dave ""Baby"" Cortez",
The Searching Is Over,Joe Henderson,
Dear Hearts And Gentle People,The Springfields,Pop
Fiesta,"Dave ""Baby"" Cortez",Reggaeton
Fools Rush In,Etta James,R&B
Don't Stop The Wedding,Ann Cole,
If A Man Answers,Bobby Darin,
Don't You Believe It,Andy Williams,Pop
I'm Going Back To School,Dee Clark,R&B
I Remember You,Frank Ifield,Pop
Ramblin' Rose,Nat King Cole,Pop
"Hide & Go Seek, Part I",Bunker Hill,R&B
Twistin' With Linda,The Isley Brothers,
The Alley Cat Song,David Thorne,
I'm Here To Get My Baby Out Of Jail,The Everly Brothers,
Four Walls,Kay Starr,
Mama Sang A Song,Bill Anderson,Country
"Cold, Cold Heart",Dinah Washington,Jazz
One More Town,The Kingston Trio,Folk
Aladdin,Bobby Curtola,Pop
Let's Dance,Chris Montez,Pop
Warmed Over Kisses,Brian Hyland,
Little Black Book,Jimmy Dean,Country
Venus In Blue Jeans,Jimmy Clanton,Pop
Baby Face,Bobby Darin,Rock
No One Will Ever Know,Jimmie Rodgers,Pop
The Burning Of Atlanta,Claude King,Country
Second Fiddle Girl,Barbara Lynn,
I'll Remember Carol,Tommy Boyce,Pop
Don't Ever Leave Me,Bob,Jazz
Magic Wand,Don,
What Kind Of Fool Am I?,Robert Goulet,Pop
I Left My Heart In The Balcony,Linda Scott,
Don't Go Near The Indians,Rex Allen,Country
Rain Rain Go Away,Bobby Vinton,
If I Had A Hammer,Peter,Pop
Ten Lonely Guys,Pat Boone,Pop
King Of The Whole Wide World,Elvis Presley,Rock
Did You Ever See A Dream Walking,Fats Domino,
Father Knows Best,The Radiants,
Hully Gully Baby,The Dovells,
Lie To Me,Brook Benton,R&B
What Kind Of Love Is This,Joey Dee,Rock
You Beat Me To The Punch,Mary Wells,R&B
You Belong To Me,The Duprees,Pop
Stop The Music,The Shirelles,Rock
Sheila,Tommy Roe,Rock
Sweet Sixteen Bars,Earl Grant,
Save All Your Lovin' For Me,Brenda Lee,Rock
What Kind Of Fool Am I,Anthony Newley,Films/Games
Further More,Ray Stevens,
Where Do You Come From,Elvis Presley,
Punish Her,Bobby Vee,
Teen Age Idol,Rick Nelson,Pop
It Might As Well Rain Until September,Carole King,Pop
Beechwood 4-5789,The Marvelettes,R&B
Come On Little Angel,The Belmonts,Rock
The Things We Did Last Summer,Shelley Fabares,
A Wonderful Dream,The Majors,Rock
A Taste Of Honey,Martin Denny,Pop
You Can't Judge A Book By The Cover,Bo Diddley,Jazz
When The Boys Get Together,Joanie Sommers,
I'm Gonna Change Everything,Jim Reeves,Pop
Limbo Dance,The Champs,
The Loco-Motion,Little Eva,Soul & Funk
Rinky Dink,Baby Cortez,Pop
If I Didn't Have A Dime,Gene Pitney,Pop
The Swiss Maid,Del Shannon,
I Keep Forgettin',Chuck Jackson,
What Time Is It?,The Jive Five,Pop
...And Then There Were Drums,Sandy Nelson,
409,The Beach Boys,Pop
Forever And A Day,Jackie Wilson,R&B
You Can't Lie To A Liar,Ketty Lester,
Hail To The Conquering Hero,James Darren,
Hully Gully Guitar,Jerry Reed,
Silver Threads And Golden Needles,The Springfields,Pop
She's Not You,Elvis Presley,Pop
Devil Woman,Marty Robbins,Country
You Don't Know Me,Ray Charles,Jazz
Shame On Me,Bobby Bare,Country
Point Of No Return,Gene McDaniels,Pop
A Swingin' Safari,Billy Vaughn,
Send Me The Pillow You Dream On,Johnny Tillotson,Pop
Your Nose Is Gonna Grow,Johnny Crawford,
Party Lights,Claudine Clark,
Lollipops And Roses,Paul Petersen,
Don't You Worry,Don Gardner,R&B
Long As The Rose Is Red,Florraine Darlin,
I Love You The Way You Are,Bobby Vinton,Pop
Lookin' For A Love,The Valentinos,R&B
Papa-Oom-Mow-Mow,The Rivingtons,Rock
Mashed Potatoes U.S.A.,James Brown,R&B
I'm The Girl From Wolverton Mountain,Jo Ann Campbell,
What's Gonna Happen When Summer's Done,Freddy Cannon,
The Boys' Night Out,Patti Page,Pop
Big Love,Joe Henderson,Pop
Yield Not To Temptation,Bobby Bland,Rock
Every Night,Paul Anka,Pop
Ol' Man River,Jimmy Smith,Jazz
Broken Heart,The Fiestas,
Way Over There,The Miracles,
Sweet Little Sixteen,Jerry Lee Lewis,Pop
Someday,Bobby Vee,
Try A Little Tenderness,Aretha Franklin,R&B
Stop The Wedding,Etta James,Pop
What's A Matter Baby,Timi Yuro,Pop
Things,Bobby Darin,Pop
Mr. Songwriter,Connie Stevens,
Baby Elephant Walk,Lawrence Welk,Jazz
Vacation,Connie Francis,Pop
Till Death Do Us Part,Bob Braun,
Glory Of Love,Don Gardner,Pop
I Really Don't Want To Know,Solomon Burke,Rock
Roses Are Red,Bobby Vinton,Pop
Little Diane,Dion,Rock
Twist And Shout,The Isley Brothers,Pop
Make It Easy On Yourself,Jerry Butler,
Bring It On Home To Me,Sam Cooke,R&B
Call Me Mr. In-Between,Burl Ives,Country
Lolita Ya-Ya,The Ventures,Latin Music
 A Summer Place,Dick Roman,
Beach Party,King Curtis,Rock
There Is No Greater Love,The Wanderers,
Copy Cat,Gary U.S. Bonds,
Bonanza!,Johnny Cash,Rock
Your Heart Belongs To Me,The Supremes,Pop
"Ahab, The Arab",Ray Stevens,Pop
Sealed With A Kiss,Brian Hyland,Pop
You'll Lose A Good Thing,Barbara Lynn,Rock
Speedy Gonzales,Pat Boone,
Just Tell Her Jim Said Hello,Elvis Presley,Pop
Heart In Hand,Brenda Lee,Country
The Wah Watusi,The Orlons,R&B
Love Me As I Love You,George Maharis,
Wolverton Mountain,Claude King,Country
Jivin' Around,Al Casey Combo,
Reap What You Sow,Billy Stewart,R&B
I Want To Be Loved,Dinah Washington,Jazz
Silly Boy,The Lettermen,
Send For Me,Barbara George,Rap/Hip Hop
Mama,Ruth Brown,Rock
The Stripper,David Rose,
 Made To Love,Eddie Hodges,
Theme From Dr. Kildare,Richard Chamberlain,Pop
I Can't Stop Loving You,Ray Charles,R&B
The Ballad Of Paladin,Duane Eddy,
Having A Party,Sam Cooke,Pop
Too Late To Worry - Too Blue To Cry,Glen Campbell,Country
A Taste Of Honey,The Victor Feldman Quartet,
Oh! What It Seemed To Be,The Castells,
I Wouldn't Know,Dinah Washington,
For All We Know,Dinah Washington,Jazz
Johnny Get Angry,Joanie Sommers,Pop
Dancin' Party,Chubby Checker,R&B
I Need Your Loving,Don Gardner,
Have A Good Time,Sue Thompson,Country
So Wrong,Patsy Cline,Country
I'm Coming Home,Paul Anka,Pop
Beach Party,Dave York,
Till There Was You,Valjean on Piano,
Route 66 Theme,Nelson Riddle,Jazz
Little Red Rented Rowboat,Joe Dowell,Pop
Gravy,Dee Dee Sharp,Pop
It Started All Over Again,Brenda Lee,
Al Di La',Emilio Pericoli,Latin Music
Palisades Park,Freddy Cannon,
Bongo Stomp,Little Joey,Rock
Limbo Rock,The Champs,Kids
Ben Crazy,Dickie Goodman,Films/Games
Above The Stars,Mr. Acker Bilk,Jazz
I'll Never Dance Again,Bobby Rydell,Pop
Mary's Little Lamb,James Darren,
The Bird Man,The Highwaymen,
A Miracle,Frankie Avalon,Pop
Careless Love,Ray Charles,R&B
Right String But The Wrong Yo-Yo,Dr. Feelgood,Rock
Worried Mind,Ray Anthony,
Too Bad,Ben E. King,Rock
Poor Little Puppet,Cathy Carroll,Rock
Don't Worry 'Bout Me,Vincent Edwards,
Limbo,The Capris,
Sweet Georgia Brown,Carroll Bros.,
Welcome Home Baby,The Shirelles,Pop
"Summertime, Summertime",The Jamies,Pop
It Keeps Right On A-Hurtin',Johnny Tillotson,Pop
Steel Men,Jimmy Dean,Pop
Playboy,The Marvelettes,R&B
Johnny Loves Me,Shelley Fabares,
Never In A Million Years,Linda Scott,
Why Did You Leave Me?,Vince Edwards,
Callin' Doctor Casey,John D. Loudermilk,Folk
Sugar Plum,Ike Clanton,
Snap Your Fingers,Joe Henderson,R&B
I Don't Love You No More,Jimmy Norman,
But Not For Me,Ketty Lester,
Little Bitty Pretty One,Clyde McPhatter,R&B
Walk On The Wild Side,Jimmy Smith,Jazz
The Crowd,Roy Orbison,Rock
Fortuneteller,Bobby Curtola,
West Of The Wall,Toni Fisher,
Cindy's Birthday,Johnny Crawford,Pop
Seven Day Weekend,Gary U.S. Bonds,
My Daddy Is President,Little Jo Ann,
Stranger On The Shore,Mr. Acker Bilk,
Where Are You,Dinah Washington,Jazz
Swingin' Gently,Earl Grant,R&B
La Bomba,The Tokens,
Life's Too Short,The Lafayettes,
"Theme From ""Hatari!""",Henry Mancini,Pop
Come On Baby,Bruce Channel,Alternative
Houdini,Walter Brennan,
A Steel Guitar And A Glass Of Wine,Paul Anka,Pop
Bristol Twistin' Annie,The Dovells,Pop
If I Should Lose You,Dreamlovers,R&B
Hot Pepper,Floyd Cramer,Rock
Shout And Shimmy,James Brown,R&B
Boom Boom,John Lee Hooker,Rock
I Just Can't Help It,Jackie Wilson,R&B
All Night Long,Sandy Nelson,
Sweet And Lovely,April Stevens,
"Goodnight, Irene",Jerry Reed,Country
Nothing New,Fats Domino,
Little Young Lover,The Impressions,
I'm Tossin' And Turnin' Again,Bobby Lewis,
Stranger On The Shore,Andy Williams,
Sharing You,Bobby Vee,
 Liberty Valance,Gene Pitney,Pop
That's Old Fashioned,The Everly Brothers,Rock
Down In The Valley,Solomon Burke,Rock
That Greasy Kid Stuff,Janie Grant,
I'm Hanging Up My Heart For You,Solomon Burke,R&B
Keep Your Hands In Your Pockets,The Playmates,
Potato Peeler,Bobby Gregg,
"Don't Cry, Baby",Aretha Franklin,
Dance With Mr. Domino,Fats Domino,Rock
Goodbye Dad,The Castle Sisters,
I Love You,The Volume's,
The One Who Really Loves You,Mary Wells,R&B
Any Day Now,Chuck Jackson,
I'll Try Something New,The Miracles,R&B
Theme From Ben Casey,Valjean on Piano,
Dr. Ben Basey,Mickey Shorr,
Follow That Dream,Elvis Presley,Pop
Why'd You Wanna Make Me Cry,Connie Stevens,Pop
Village Of Love,Nathaniel Mayer,Rock
Keep Your Love Locked,Paul Petersen,Pop
Good Lover,Jimmy Reed,
Where Have You Been,Arthur Alexander,
Born To Lose,Ray Charles,R&B
Second Hand Love,Connie Francis,Pop
Woman Is A Man's Best Friend,Teddy,
Lovers Who Wander,Dion,Pop
So This Is Love,The Castells,Pop
Don't Play That Song,Ben E. King,R&B
Tennessee,Jan,Pop
The Green Leaves Of Summer,Kenny Ball,Jazz
You Should'a Treated Me Right,Ike,R&B
Dancin' The Strand,Maureen Gray,
What Did Daddy Do,Shep,Soul & Funk
Twistin' Matilda,Jimmy Soul,Pop
Teach Me Tonight,George Maharis,Folk
How Is Julie?,The Lettermen,Pop
I Sold My Heart To The Junkman,The Blue-Belles,
Balboa Blue,The Marketts,Rock
Mashed Potato Time,Dee Dee Sharp,Pop
Shout! Shout!,Ernie Maresca,Pop
That Happy Feeling,Bert Kaempfert,Pop
Oh My Angel,Bertha Tillman,Rock
Baby Elephant Walk,The Miniature Men,
Shake A Hand,Ruth Brown,
My Time For Cryin',Maxine Brown,
Cry Myself To Sleep,Del Shannon,
Soldier Boy,The Shirelles,Pop
Uptown,The Crystals,Pop
Lemon Tree,Peter,Pop
Everybody Loves Me But You,Brenda Lee,
Night Train,James Brown,R&B
When I Get Thru With You,Patsy Cline,Country
Hit Record,Brook Benton,
My Real Name,Fats Domino,Rock
Queen Of My Heart,Rene,R&B
Doctor Feel-Good,Dr. Feelgood,Oldschool R&B
Adios Amigo,Jim Reeves,
Scotch And Soda,The Kingston Trio,Folk
Lisa,Ferrante,Pop
Air Travel,Ray,
Old Rivers,Walter Brennan,
She Cried,Jay,Rock
Conscience,James Darren,
Funny Way Of Laughin',Burl Ives,Pop
Tell Me,Dick,Rock
I Wish That We Were Married,Ronnie,Pop
Caterina,Perry Como,
How Can I Meet Her?,The Everly Brothers,Pop
Drummin' Up A Storm,Sandy Nelson,
Lipstick Traces,Benny Spellman,R&B
Marianna,Johnny Mathis,Pop
Drum Stomp,Sandy Nelson,Rock
Johnny Angel,Shelley Fabares,Pop
P.T. 109,Jimmy Dean,Country
Most People Get Married,Patti Page,Pop
Good Luck Charm,Elvis Presley,Rock
Moon River,Henry Mancini,
Count Every Star,Linda Scott,Pop
Number One Man,Bruce Channel,Rock
Shout - Part I,Joey Dee,
If I Cried Every Time You Hurt Me,Wanda Jackson,Country
Itty Bitty Pieces,James Ray,
That's My Desire,Yvonne Baker,
Meet Me At The Twistin' Place,Johnnie Morisette,
Let Me Be The One,The Paris Sisters,
"Twist, Twist Senora",Gary U.S. Bonds,Pop
You Are Mine,Frankie Avalon,Pop
Lover Please,Clyde McPhatter,Pop
Slow Twistin',Chubby Checker (with Dee Dee Sharp),
 Born To Cry,Dion,Rock
Soul Twist,King Curtis,R&B
Hearts,Jackie Wilson,Pop
I'll Take You Home,The Corsairs,
I Found A Love,The Falcons,R&B
Love Can't Wait,Marty Robbins,
Young World,Rick Nelson,
Blues,Ace Cannon,Rock
Dear One,Larry Finnegan,R&B
King Of Clowns,Neil Sedaka,Pop
Love Letters,Ketty Lester,R&B
I Will,Vic Dana,Pop
Johnny Jingo,Hayley Mills,
Hide 'Nor Hair,Ray Charles,R&B
Ginny Come Lately,Brian Hyland,Pop
What'd I Say,Bobby Darin,
She Can't Find Her Keys,Paul Petersen,Pop
The Jam - Part 1,Bobby Gregg,Pop
Deep In The Heart Of Texas,Duane Eddy,
Here Comes That Feelin',Brenda Lee,
Imagine That,Patsy Cline,Country
Dream,Dinah Washington,Jazz
"Jane, Jane, Jane",The Kingston Trio,Folk
"Quando, Quando, Quando",Pat Boone,
-twistin'-White Silver Sands,Bill Black's Combo,
The John Birch Society,The Chad Mitchell Trio,Singer & Songwriter
Love Me Warm And Tender,Paul Anka,Pop
Cinderella,Jack Ross,
Nut Rocker,B. Bumble,Rock
Twistin' The Night Away,Sam Cooke,R&B
At The Club,Ray Charles,Folk
You Better Move On,Arthur Alexander,
Two Of A Kind,Sue Thompson,
Something's Got A Hold On Me,Etta James,Pop
Moments,Jennell Hawkins,Jazz
Runaway,Lawrence Welk,Jazz
Stranger On The Shore,The Drifters,
Memories Of Maria,Jerry Byrd,
You're Nobody 'til Somebody Loves You,Dinah Washington,Rock
Operator,Gladys Knight,R&B
Midnight In Moscow,Kenny Ball,Pop
Anything That's Part Of You,Elvis Presley,Pop
Let Me In,The Sensations,Pop
Dream Baby,Roy Orbison,Pop
You Talk About Love,Barbara George,Rock
Hey! Baby,Bruce Channel,Rock
The Big Draft,The Four Preps,
Tra La La La La,Ike,Rap/Hip Hop
Don't Break The Heart That Loves You,Connie Francis,
Please Don't Ask About Barbara,Bobby Vee,Rock
What's Your Name,Don,
Patricia - Twist,Perez Prado,
Thou Shalt Not Steal,John D. Loudermilk,Folk
 To Love Someone,Ral Donner,
Walk On With The Duke,The Duke Of Earl,
 Bonnie,Bobby Rydell,
Come Back Silly Girl,The Lettermen,
Annie Get Your Yo-Yo,Little Junior Parker,
When My Little Girl Is Smiling,The Drifters,
Cry Baby Cry,The Angels,Pop
Patti Ann,Johnny Crawford,
You Win Again,Fats Domino,Rock
The Ballad Of Thunder Road,Robert Mitchum,Pop
Lovesick Blues,Floyd Cramer,
You Don't Miss Your Water,William Bell,Pop
Where Have All The Flowers Gone,The Kingston Trio,Folk
She's Got You,Patsy Cline,Country
The Alvin Twist,The Chipmunks,Kids
Duke Of Earl,Gene Chandler,
If A Woman Answers,Leroy Van Dyke,Country
Chapel By The Sea,Billy Vaughn,
"Midnight Special, Part 1",Jimmy Smith,
The Rains Came,Big Sambo,
The White Rose Of Athens,David Carroll,
What Am I Supposed To Do,Ann-Margret,
Lollipops And Roses,Jack Jones,Pop
I Found Love,Jackie Wilson,
Who Will The Next Fool Be,Bobby Bland,Rock
Funny,Gene McDaniels,
Her Royal Majesty,James Darren,Pop
Jamie,Eddie Holland,Rap/Hip Hop
Tuff,Ace Cannon,Country
Ev'rybody's Twistin',Frank Sinatra,Pop
March Of The Siamese Children,Kenny Ball,Jazz
I'm On My Way,The Highwaymen,Folk
Sugar Blues,Ace Cannon,Rock
Doin' The Continental Walk,Danny,
Shout - Part 1,The Isley Brothers,
Cookin',Al Casey Combo,Pop
Smoky Places,The Corsairs,
Percolator,Billy Joe,
The Wanderer,Dion,Rock
Break It To Me Gently,Brenda Lee,Country
Crying In The Rain,The Everly Brothers,Pop
Pop-Eye,Huey Smith,
The Twist,Chubby Checker,Rock
Our Anniversary,Shep,Rock
A Girl Has To Know,The G-Clefs,
Amor,Roger Williams,Alternative
Smile,Ferrante,Films/Games
Honky-Tonk Man,Johnny Horton,Country
Lover Come Back,Doris Day,
Sweet Thursday,Johnny Mathis,Pop
I'm Blue,The Ikettes,Rock
Dear Lady Twist,Gary U.S. Bonds,Rock
Cry To Me,Solomon Burke,Rock
Cotton Fields,The Highwaymen,Folk
My Boomerang Won't Come Back,Charlie Drake,
Chip Chip,Gene McDaniels,Pop
Walk On The Wild Side,Brook Benton,
He Knows I Love Him Too Much,The Paris Sisters,
 Continental,The Dovells,
Yes Indeed,Pete Fountain,
Ain't That Loving You,Bobby Bland,
Nite Owl,Dukays,
Pop-Eye Stroll,Mar-Keys,R&B
Play The Thing,Marlowe Morris Quintet,
Drums Are My Beat,Sandy Nelson,Rock
Norman,Sue Thompson,Country
"Hey, Let's Twist",Joey Dee,Rock
Baby It's You,The Shirelles,Pop
A Little Bitty Tear,Burl Ives,Pop
Peppermint Twist - Part I,Joey Dee,Rock
Twistin' Postman,The Marvelettes,R&B
I Know,Barbara George,
Afrikaan Beat,Bert Kaempfert,Pop
La Paloma Twist,Chubby Checker,Pop
Surfin,The Beach Boys,Rock
